#OTUID,FW1,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,RE1,RE10,RE11,RE12,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RE9,SW1,SW10,SW11,SW12,SW13,SW14,SW15,SW16,SW17,SW18,SW2,SW3,SW4,SW5,SW6,SW7,SW8,SW9
ASV_1564,0,1,0,1,1,4,4,0,0,3,1,2,0,0,0,0,3,0,11,1,0,3,6,8,2,0,5,3,3,3,1,4,6,7,8,1,4,4,5,0,3,2,14,10,9,0,4,5
ASV_1817,0,2,3,0,1,3,1,1,2,0,2,0,1,2,5,0,4,1,2,7,9,8,4,3,0,1,0,8,9,7,1,7,8,3,2,8,2,4,0,5,6,4,2,2,0,5,0,7
ASV_1624,1,2,5,2,7,0,2,3,1,4,1,0,1,1,4,0,0,4,3,0,2,6,1,10,3,10,9,11,12,8,3,3,2,1,2,2,5,2,1,1,1,2,4,4,2,1,3,0
ASV_1486,2,3,4,17,1,7,4,0,0,7,1,2,5,4,1,20,16,19,2,1,3,1,2,2,0,3,0,2,4,7,0,0,3,3,2,0,1,0,0,0,0,0,0,1,2,0,0,0
ASV_1661,0,3,3,3,1,5,8,2,0,3,1,3,6,6,5,1,8,0,4,3,0,2,4,3,1,4,3,0,0,4,2,1,0,1,0,1,4,3,0,3,2,15,10,6,13,1,1,2
ASV_1721,0,2,0,1,0,1,1,2,2,3,3,4,3,0,5,1,0,1,3,5,10,6,2,4,1,0,5,13,6,3,5,3,7,2,3,5,7,3,1,3,0,2,7,1,2,3,4,6
ASV_1622,20,4,6,5,0,5,0,0,2,3,18,12,5,9,0,2,15,5,0,3,0,1,0,3,1,2,3,0,3,0,0,1,0,0,3,1,4,0,0,0,2,1,4,2,1,2,1,2
ASV_1435,1,4,0,1,0,4,7,0,2,2,2,3,0,0,0,4,4,5,9,0,1,0,17,8,3,1,0,0,0,0,3,4,2,13,1,6,0,1,4,3,2,3,6,8,12,4,0,1
ASV_1385,1,0,2,0,4,3,0,0,1,0,2,2,0,0,0,3,1,3,2,1,0,1,3,3,3,0,0,1,5,1,8,6,2,2,10,23,7,4,2,9,4,3,0,3,1,11,4,9
ASV_1260,3,2,6,0,0,0,4,4,7,2,3,2,0,1,3,4,4,0,4,0,1,4,5,3,4,0,2,3,3,5,1,6,0,1,2,0,1,4,8,5,0,3,14,10,7,3,2,4
ASV_1863,0,4,6,18,0,18,9,0,0,4,4,3,2,2,2,14,13,19,1,1,1,2,1,2,0,2,0,3,5,2,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,3,1,1
ASV_2157,0,3,2,1,0,5,8,1,3,2,1,2,3,1,0,2,0,4,3,1,5,3,3,4,0,0,3,8,7,4,0,1,1,3,3,1,10,1,2,1,4,6,6,11,13,2,2,4
ASV_2053,0,4,1,0,6,1,1,9,7,1,1,2,1,0,0,0,0,4,3,2,1,3,3,0,1,1,0,7,12,6,5,0,0,3,14,4,9,3,4,6,3,7,3,2,4,1,2,3
ASV_2255,0,1,4,4,3,3,0,1,1,3,2,1,2,3,2,4,4,0,5,6,5,1,3,1,3,8,0,12,11,9,0,2,3,6,2,7,4,2,3,1,4,5,0,1,0,1,5,2
ASV_1447,1,2,0,0,4,4,4,1,0,3,0,4,3,2,5,3,4,1,1,7,2,4,6,3,5,3,4,3,6,10,4,3,4,7,0,4,4,1,2,5,2,1,7,1,0,6,0,3
ASV_1872,0,4,2,3,0,5,9,1,6,3,1,1,1,0,1,0,0,0,6,0,0,2,5,12,0,1,5,0,0,1,0,1,0,6,2,1,16,5,2,11,3,10,2,5,9,4,3,0
ASV_1477,21,2,3,0,1,0,3,3,3,9,7,9,16,8,5,2,3,4,0,1,0,0,0,0,0,2,10,1,7,4,0,2,0,0,1,5,2,3,0,0,1,0,1,1,1,1,5,2
ASV_1899,7,4,8,6,6,9,3,1,4,5,6,10,14,2,1,3,3,2,2,1,5,2,2,0,2,5,6,4,3,10,1,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,3,1
ASV_2747,12,8,5,10,2,5,11,1,0,1,9,13,7,11,3,6,4,1,2,2,1,0,4,0,0,2,6,3,2,2,2,0,0,0,2,3,1,1,1,0,0,0,0,0,4,1,1,0
ASV_1319,3,12,7,6,1,8,3,1,2,6,5,5,7,6,0,7,6,4,1,4,3,1,2,1,1,2,3,4,6,3,1,3,0,3,1,2,2,0,0,1,2,3,5,1,2,1,1,1
ASV_1374,0,0,1,0,6,0,0,3,2,0,0,1,0,1,0,2,0,1,0,0,1,2,2,0,0,1,0,4,0,0,4,0,0,4,18,33,14,4,3,26,1,1,0,4,1,5,3,1
ASV_2656,1,1,0,1,4,1,2,1,2,4,3,8,1,0,1,1,1,4,5,2,8,7,8,2,3,0,3,4,7,4,1,2,4,4,9,3,3,0,4,3,3,5,2,3,2,6,3,3
ASV_1265,1,0,0,0,4,0,4,2,0,1,1,2,0,0,1,3,3,1,6,3,0,3,3,4,4,1,2,2,0,1,6,1,4,6,9,11,5,7,4,12,3,9,1,2,5,8,2,1
ASV_1399,0,0,1,1,3,2,1,0,0,0,2,6,0,3,3,1,2,1,4,7,6,6,4,2,0,3,6,6,12,18,1,1,3,2,1,3,4,3,2,0,3,5,1,2,3,4,6,4
ASV_1407,0,0,0,2,0,2,2,3,1,3,1,4,1,1,1,4,1,1,3,5,3,1,7,11,3,0,4,6,6,3,2,1,3,4,2,13,2,2,1,16,3,3,1,8,5,1,0,2
ASV_1353,9,6,2,8,2,8,3,2,0,9,9,10,12,5,4,0,8,2,0,1,0,0,1,0,0,2,7,3,1,2,0,4,0,0,0,2,4,5,1,0,0,1,2,0,2,1,0,10
ASV_1667,8,4,5,6,2,6,1,1,0,6,3,14,9,8,4,7,8,6,3,0,0,0,2,1,1,2,11,0,4,1,1,5,1,2,0,1,1,0,1,0,1,1,2,2,2,0,2,3
ASV_1414,1,1,0,1,1,1,1,2,4,0,2,1,0,3,5,1,0,1,10,1,3,2,5,2,0,1,2,2,8,1,7,4,4,12,13,5,2,0,2,4,10,6,0,2,0,7,5,3
ASV_1339,2,6,4,2,2,4,8,3,5,0,2,0,0,0,1,2,2,3,4,0,0,1,4,7,2,2,1,2,0,1,9,1,1,3,4,2,0,0,4,3,8,8,5,12,11,2,1,4
ASV_1951,1,2,0,6,1,0,2,5,0,0,4,4,7,0,2,3,5,2,1,12,5,6,1,2,4,1,3,22,16,4,2,5,1,1,0,2,3,1,2,0,1,2,1,3,0,0,0,3
ASV_1448,0,0,0,0,4,2,0,0,4,0,2,3,0,0,0,3,0,0,3,0,0,1,3,2,1,0,2,9,0,2,14,0,2,5,19,11,12,4,1,13,4,7,0,0,1,6,4,4
ASV_1520,4,1,3,2,3,3,4,4,3,2,2,2,0,1,1,2,4,3,11,1,2,0,3,9,4,2,2,1,2,5,5,3,5,2,3,2,4,3,2,1,4,3,1,3,10,3,2,5
ASV_2579,10,6,1,7,2,6,5,2,0,3,15,14,4,6,3,4,4,3,0,2,0,0,0,0,0,0,4,7,3,3,2,2,0,0,3,4,1,0,1,0,2,0,8,0,3,3,2,2
ASV_2223,6,7,8,4,2,2,2,1,2,1,12,13,7,10,6,1,4,3,0,0,2,2,1,0,1,2,3,7,10,5,0,1,4,0,0,4,2,1,1,0,3,2,1,0,1,1,1,1
ASV_1393,3,14,26,5,4,3,8,2,2,5,1,3,4,6,5,4,2,9,0,2,1,3,4,4,0,0,0,9,4,4,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,1,0
ASV_1557,7,4,5,4,1,4,3,4,1,10,14,12,6,7,3,3,6,2,0,0,1,0,1,0,0,2,1,3,4,3,3,4,1,0,1,3,4,2,0,0,0,1,3,5,2,2,3,2
ASV_2013,3,3,2,0,0,1,3,0,0,2,1,1,2,3,3,4,7,2,3,1,0,1,8,8,4,3,3,0,0,0,2,3,0,4,2,3,3,3,2,8,5,3,12,14,9,3,0,2
ASV_1394,0,3,1,0,1,7,2,2,3,3,0,1,5,5,2,1,5,2,2,0,0,1,2,7,3,2,1,0,1,0,2,1,0,1,1,3,7,1,1,2,2,3,8,32,19,1,0,0
ASV_1366,1,2,10,2,5,1,1,0,6,6,0,0,2,0,0,0,1,2,1,0,0,0,3,1,51,23,3,0,0,0,0,3,2,6,0,0,0,1,0,0,1,3,4,0,0,4,0,1
ASV_1337,2,2,4,0,4,2,2,5,4,2,0,1,0,1,3,4,2,2,1,2,8,3,4,2,3,4,5,0,0,0,6,6,1,3,9,5,7,1,5,2,9,15,1,0,1,0,2,1
ASV_1449,7,6,6,6,6,4,4,2,0,1,8,6,5,14,6,7,9,4,2,3,1,0,1,0,0,2,5,0,1,1,3,4,0,0,3,0,0,5,0,0,1,0,1,2,0,5,3,2
ASV_1312,0,7,3,5,2,5,2,0,0,3,8,2,3,0,1,6,2,3,0,0,2,3,4,0,0,0,0,24,17,21,0,0,1,1,2,2,3,0,0,2,1,0,0,1,1,4,4,1
ASV_1356,6,12,0,5,3,1,5,1,3,3,0,3,0,0,4,2,3,4,11,3,0,6,3,9,3,2,1,0,1,0,0,4,2,3,0,1,0,1,1,2,2,7,7,10,8,0,2,2
ASV_2409,5,18,14,11,1,2,4,0,0,9,1,4,3,6,4,6,3,14,0,0,1,1,0,0,0,2,0,10,0,15,0,1,0,0,0,0,0,0,0,0,2,0,4,0,2,1,0,2
ASV_1411,0,21,4,7,1,4,2,0,1,5,6,6,3,2,5,10,2,4,0,1,1,7,2,4,4,3,0,10,7,1,0,0,0,0,0,0,7,0,0,3,0,3,1,2,2,3,0,2
ASV_1398,0,26,13,18,0,1,7,0,2,2,4,2,6,1,2,3,1,13,2,1,0,1,0,2,0,1,3,8,1,18,0,0,0,0,1,0,1,0,0,0,3,0,1,1,1,0,0,0
ASV_1352,17,6,3,3,0,2,3,6,0,7,8,11,21,10,2,1,3,1,0,2,0,1,2,0,0,1,9,0,4,4,0,2,0,0,1,8,0,0,0,0,0,1,3,2,1,0,0,0
ASV_1785,10,10,2,4,2,6,1,0,0,14,6,17,15,12,3,1,10,3,0,4,0,0,0,0,2,2,6,1,4,0,0,1,0,0,2,1,1,0,0,1,0,0,1,1,1,0,1,0
ASV_1305,1,3,1,2,1,0,3,1,1,1,2,0,0,2,0,5,2,1,7,0,0,2,12,8,5,3,3,0,1,0,3,0,0,2,1,0,3,1,1,5,8,5,17,20,11,0,0,1
ASV_1654,0,0,0,1,3,0,0,5,10,0,0,0,5,0,0,0,0,1,0,1,6,4,0,3,2,4,3,6,4,8,0,4,6,4,0,0,7,5,1,0,1,1,0,1,0,2,7,40
ASV_1770,3,12,1,11,2,4,2,4,0,2,6,6,12,6,5,4,8,7,0,2,1,1,0,1,1,3,3,2,5,2,0,1,0,1,3,4,2,0,0,2,1,0,3,1,6,3,0,2
ASV_1324,3,3,2,0,1,8,4,1,1,2,3,0,3,2,1,4,3,3,9,0,1,2,7,12,3,2,6,1,0,0,2,2,1,5,4,0,2,2,1,0,4,3,7,5,14,0,2,4
ASV_1364,19,4,3,3,0,7,3,1,0,11,3,9,14,7,2,4,3,4,0,1,0,2,0,2,1,0,9,1,3,0,1,3,1,0,1,2,4,0,0,0,1,2,1,2,3,0,3,5
ASV_1334,0,3,0,1,1,8,6,1,1,2,3,2,0,0,4,3,1,2,4,0,7,0,4,9,5,2,2,0,0,3,3,4,8,3,1,1,0,2,2,1,3,1,6,9,6,9,7,5
ASV_1541,0,1,0,0,2,0,2,0,1,0,2,1,3,1,2,1,0,0,5,4,4,2,6,4,0,1,1,2,2,12,1,11,4,3,6,3,9,6,1,8,3,8,3,0,0,4,3,13
ASV_1933,8,21,5,7,3,5,2,1,0,4,9,10,4,8,3,20,7,4,0,2,0,1,1,2,0,2,1,3,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0
ASV_1445,0,4,4,6,5,5,1,11,5,3,2,1,2,0,0,0,0,0,4,0,2,4,2,4,4,2,20,3,1,2,1,0,1,2,1,0,0,4,6,1,0,3,10,7,11,0,0,0
ASV_1652,0,1,2,0,3,0,1,3,0,0,3,0,0,0,0,13,2,2,1,0,0,4,10,4,2,1,1,0,1,4,1,3,5,33,3,2,0,3,4,10,0,5,1,1,2,4,3,6
ASV_1258,2,1,4,13,3,11,5,6,0,3,12,6,1,12,3,7,6,2,4,0,0,1,1,2,1,2,6,1,2,0,3,1,0,0,1,0,2,1,1,1,0,2,3,2,0,3,7,0
ASV_1642,0,2,0,0,1,0,1,0,1,2,2,1,2,0,2,1,1,1,22,0,0,2,1,19,0,1,2,0,1,2,1,0,1,2,4,2,35,7,0,6,2,0,1,6,3,1,1,5
ASV_1257,0,2,0,0,3,1,1,2,1,0,1,0,3,3,2,3,0,3,6,0,1,2,5,2,0,2,1,2,4,1,2,1,2,3,5,11,9,9,5,12,10,6,0,6,3,3,1,5
ASV_1495,3,2,21,8,1,11,7,0,8,10,1,4,3,3,2,7,5,14,4,2,1,1,1,1,1,0,0,2,6,3,1,1,0,0,0,0,0,0,0,1,4,0,3,0,1,1,0,0
ASV_1376,8,8,11,3,1,1,0,0,2,8,5,13,15,13,5,3,6,6,2,1,0,0,1,3,0,2,2,2,1,2,1,0,1,1,4,0,1,4,0,0,1,0,0,0,3,1,2,1
ASV_1316,3,3,5,0,1,7,10,1,1,0,4,1,2,1,1,3,1,7,8,0,1,0,5,10,2,0,0,0,0,1,1,1,2,9,3,2,4,3,1,3,7,4,5,8,9,0,1,3
ASV_1655,7,6,7,1,5,2,3,1,1,0,9,3,7,2,0,0,2,0,2,0,1,0,2,8,0,0,6,1,4,2,0,1,2,5,0,0,4,4,1,1,0,0,12,19,12,0,1,0
ASV_1684,1,4,4,13,4,10,7,0,0,9,1,3,0,5,2,14,11,14,0,0,2,1,1,2,1,4,0,9,4,2,4,1,2,2,1,1,0,0,1,0,0,0,0,2,1,0,0,1
ASV_1400,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,5,0,0,0,0,0,12,6,4,2,2,1,0,0,0,0,0,3,50,6,6,6,5,0,14,1,0,0,6,1,0,1,5
ASV_1266,8,5,2,13,4,3,2,7,0,2,3,6,10,5,6,2,2,3,2,2,1,1,0,0,3,1,7,3,3,1,1,4,1,0,6,4,3,2,1,0,1,1,1,2,1,3,1,4
ASV_1347,0,0,0,2,6,6,3,3,2,0,3,1,1,1,0,2,5,0,2,0,1,2,2,1,0,0,1,2,3,0,2,2,1,4,17,12,5,8,5,16,4,2,1,1,4,3,4,3
ASV_1508,10,1,1,2,3,0,1,9,6,2,1,0,0,2,8,0,0,0,1,1,1,1,5,6,7,13,34,0,0,0,2,1,5,8,0,3,0,0,0,0,0,0,1,0,0,3,2,3
ASV_1408,2,7,6,12,2,1,2,0,0,8,0,3,6,0,1,19,10,16,1,0,0,1,4,3,0,2,0,2,3,8,0,0,0,3,0,0,2,0,0,3,3,2,3,1,4,0,2,1
ASV_1402,5,14,7,9,2,10,7,1,1,6,11,4,6,4,1,10,5,4,3,0,1,2,1,1,1,0,4,4,5,3,1,1,0,1,0,1,1,0,0,0,0,2,1,1,1,0,0,1
ASV_2509,1,5,2,2,1,2,2,1,2,1,1,0,3,0,1,6,0,2,5,4,4,3,5,8,2,1,4,4,1,5,2,1,1,8,4,2,4,4,3,4,4,0,2,2,8,2,1,13
ASV_1499,8,8,8,9,5,6,12,3,2,10,0,6,4,2,4,3,0,4,5,0,0,3,2,0,0,0,3,4,0,1,2,0,0,1,0,4,4,1,0,0,2,5,5,2,2,0,2,1
ASV_1698,1,0,2,2,0,0,0,2,2,1,1,0,3,0,4,3,2,0,4,5,2,4,1,2,1,0,0,26,14,9,0,1,1,3,3,3,8,0,2,2,5,3,2,1,1,6,4,7
ASV_1666,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,0,4,3,0,2,3,2,5,1,2,1,4,1,0,1,4,50,1,3,3,2,10,10,1,1,5,5,3,1,2,1
ASV_1886,0,0,2,4,0,5,0,0,0,3,5,3,1,1,0,1,1,1,1,3,6,3,0,0,2,1,0,33,28,21,0,0,0,0,3,4,1,0,0,0,0,0,0,1,0,2,3,3
ASV_1668,2,6,13,3,1,2,2,1,1,3,8,1,6,5,5,6,10,5,1,2,0,6,2,1,4,4,7,3,0,4,0,7,1,0,5,4,4,2,0,0,0,0,2,1,2,0,0,0
ASV_1590,5,7,0,5,5,5,5,0,0,6,8,6,2,7,4,3,7,4,3,2,0,1,0,1,3,1,14,2,1,3,2,1,3,1,0,4,1,0,1,0,2,0,5,1,1,1,1,8
ASV_1476,5,2,3,3,5,6,2,2,1,6,9,5,6,8,5,5,8,6,4,0,1,0,3,1,3,1,9,0,0,0,0,2,3,4,1,1,2,4,0,1,1,1,4,1,1,3,4,0
ASV_1492,2,7,8,5,1,6,1,1,2,9,5,7,3,3,1,7,7,6,0,0,2,2,0,3,1,2,2,2,6,8,3,2,2,4,0,3,1,1,2,0,3,2,3,2,1,0,3,1
ASV_1755,1,0,1,4,1,1,2,0,0,0,0,3,1,0,5,1,0,1,2,4,2,5,7,3,2,3,7,18,5,2,0,3,0,3,12,0,2,2,3,3,2,1,4,5,7,6,1,7
ASV_1511,1,4,1,2,0,4,2,4,2,2,0,0,2,1,1,3,4,2,7,0,0,3,3,2,4,1,8,0,0,3,4,2,2,3,1,2,7,14,2,3,5,6,8,4,4,0,2,6
ASV_1611,12,11,5,6,0,6,3,2,2,3,5,2,13,5,9,3,4,4,3,0,0,3,0,2,0,2,4,6,6,1,1,1,2,2,1,1,0,2,0,0,0,0,4,2,0,0,0,3
ASV_2749,4,9,6,11,1,7,8,1,0,5,3,2,2,4,1,14,12,6,0,3,0,3,4,0,0,0,0,5,5,3,2,0,0,1,1,0,0,0,0,1,4,2,5,2,2,1,0,1
ASV_2328,2,10,5,8,3,4,9,4,1,3,0,11,3,4,1,11,7,4,1,3,0,0,1,0,1,2,2,0,8,6,0,1,1,0,2,2,4,0,1,1,4,2,0,3,0,4,0,2
ASV_1598,0,1,2,1,1,3,4,3,2,2,1,0,1,0,2,3,2,2,7,0,2,0,12,12,2,3,4,4,3,3,2,6,7,4,1,5,5,1,5,6,0,6,2,1,2,2,2,2
ASV_1696,2,10,9,12,1,7,3,1,1,4,4,2,3,6,2,10,3,12,5,0,0,5,1,1,1,2,0,3,3,1,1,2,3,4,0,0,1,0,1,1,5,2,1,0,1,0,2,3
ASV_1738,2,5,3,12,1,16,8,0,0,1,4,4,1,0,2,18,6,24,1,0,0,1,2,0,0,2,2,2,0,6,0,1,1,2,0,1,1,1,0,2,4,0,0,1,3,0,0,0
ASV_1481,1,9,4,10,5,1,2,0,1,1,5,8,10,5,3,2,5,5,3,2,1,5,0,1,1,2,12,4,8,4,1,2,0,0,0,0,1,2,2,0,0,2,0,4,1,0,4,1
ASV_1494,5,20,8,6,0,7,5,1,2,4,6,6,5,2,4,6,4,4,1,0,0,1,4,3,0,1,3,6,5,4,0,0,0,0,0,1,1,0,0,4,2,3,0,2,1,2,1,0
ASV_1301,0,5,2,12,2,8,4,0,0,8,1,0,4,0,3,13,12,17,2,0,1,2,7,2,1,1,0,4,8,3,1,0,0,1,0,0,0,0,0,2,0,1,3,2,7,0,1,0
ASV_1639,0,11,7,7,0,3,4,0,2,5,1,1,3,0,3,4,4,15,0,2,0,0,0,0,1,0,0,26,20,12,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1
ASV_1961,2,4,5,8,6,7,9,0,0,7,2,1,6,3,2,12,10,14,0,1,3,3,4,3,1,4,0,2,3,3,2,0,0,2,1,0,0,0,0,2,1,0,3,3,0,1,0,0
ASV_1452,2,3,7,7,5,6,6,4,1,7,9,8,0,10,3,2,3,4,3,2,0,3,4,1,0,4,3,1,2,3,1,1,0,1,3,5,2,0,4,1,0,2,0,2,1,0,1,3
ASV_1302,0,1,0,0,2,2,0,5,1,1,1,0,2,1,5,1,0,0,2,3,14,6,3,0,2,2,2,8,5,2,5,7,2,6,6,6,3,0,2,3,8,3,0,0,0,9,3,5
ASV_1457,1,11,6,5,2,6,1,2,0,10,5,9,6,5,3,3,3,7,1,1,0,0,3,6,2,1,5,0,10,6,0,0,0,1,1,2,1,0,1,0,0,1,3,2,4,0,2,1
ASV_2326,0,7,4,1,1,3,2,3,0,0,3,2,0,1,6,1,2,0,2,5,1,4,7,3,1,2,6,11,14,4,1,3,4,4,5,3,0,1,2,3,0,4,6,1,0,2,3,1
ASV_1450,1,5,7,1,12,2,1,9,10,0,1,2,0,1,7,1,4,2,1,0,4,2,3,3,2,4,5,0,0,1,3,0,3,0,4,4,7,6,6,3,3,5,1,1,0,0,2,0
ASV_1983,0,0,4,3,0,3,3,0,3,2,0,0,1,1,1,0,0,0,2,5,11,5,1,2,4,2,3,2,3,6,4,5,3,11,5,1,2,6,1,8,1,3,3,6,7,0,1,5
ASV_2144,9,5,1,4,1,2,5,10,8,1,2,9,3,4,7,2,2,3,1,0,1,3,4,1,0,5,7,0,2,0,3,2,0,0,2,2,1,1,5,2,1,3,4,9,1,0,1,0
ASV_1982,2,0,1,0,2,1,4,3,3,1,0,2,3,0,0,0,0,4,4,1,2,4,3,4,1,4,0,7,4,4,1,4,5,7,3,2,8,8,2,5,4,9,1,2,3,4,5,2
ASV_1527,5,2,4,3,1,4,3,5,3,7,2,14,3,7,6,7,5,1,1,1,0,0,3,2,1,5,6,2,5,0,5,5,0,0,1,3,1,4,0,0,1,1,1,3,1,0,3,1
ASV_1726,3,0,1,4,1,0,2,4,2,1,5,2,4,4,2,0,3,2,3,7,2,2,5,3,1,0,1,8,12,9,1,2,1,0,2,6,9,8,1,1,0,3,0,3,0,2,5,1
ASV_2306,0,0,3,0,2,2,4,0,5,1,0,0,4,2,6,6,0,1,2,3,0,4,8,4,0,6,5,4,2,3,0,4,1,10,0,2,6,8,3,1,0,5,4,10,4,0,0,3
ASV_1361,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,44,0,1,0,3,24,2,0,1,0,0,0,0,0,1,2,1,1,19,0,5,1,0,1,9,4,4,2,2,1
ASV_1584,3,8,0,2,4,3,9,2,1,2,0,0,2,0,3,8,4,4,15,0,0,4,3,5,2,2,1,1,0,0,0,1,3,3,0,0,0,3,3,3,4,4,6,8,10,1,0,1
ASV_1535,8,4,4,9,4,3,4,3,1,6,6,3,2,4,4,8,9,13,1,2,2,0,4,2,0,0,8,2,3,2,3,4,0,2,1,0,2,1,0,2,0,0,1,0,0,0,1,0
ASV_1723,0,2,0,6,5,0,1,4,3,1,2,3,2,5,1,3,1,0,3,1,1,2,1,0,0,1,1,4,2,2,5,1,1,5,7,11,7,2,2,17,1,6,0,8,0,5,1,2
ASV_1556,8,11,2,13,2,1,7,1,3,17,9,5,5,2,2,7,3,11,1,0,0,0,4,0,1,2,1,1,2,5,0,1,1,1,0,1,0,0,1,0,0,0,3,1,0,1,0,2
ASV_1460,1,2,7,0,1,5,2,1,2,2,0,0,4,3,5,1,3,1,4,0,0,5,5,5,5,5,5,0,1,1,0,4,2,0,0,2,4,0,2,3,1,1,9,13,18,1,0,1
ASV_1434,7,4,6,6,0,11,1,2,0,4,11,14,10,13,2,3,4,6,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,3,6,0,1,0,0,1,2,1,5,1,3,1
ASV_1769,8,7,6,3,1,4,3,1,1,3,11,4,9,8,4,2,1,4,0,3,0,3,4,2,3,3,8,4,3,0,2,1,2,0,3,0,0,1,2,0,0,0,3,1,1,3,3,2
ASV_2048,10,10,4,1,1,0,0,1,1,1,2,1,0,3,2,1,0,1,1,2,1,5,1,2,3,2,2,12,4,12,2,1,0,5,2,1,3,6,3,1,3,0,9,7,6,1,1,0
ASV_1485,3,3,3,7,2,4,1,2,2,9,2,4,11,9,8,2,2,1,3,2,5,0,2,2,1,4,14,1,1,2,0,4,1,2,1,0,2,1,2,0,0,0,6,0,0,2,1,3
ASV_1401,1,8,18,13,2,6,4,0,3,5,1,1,3,2,3,6,3,22,3,1,0,1,2,0,1,2,2,4,6,1,1,1,0,0,0,0,1,0,0,0,2,6,0,0,0,1,0,0
ASV_2687,0,5,1,0,0,4,9,3,0,5,1,0,3,2,1,0,2,2,12,3,0,2,3,8,2,1,2,0,0,2,0,0,0,1,0,3,11,4,1,2,2,1,7,13,10,3,3,2
ASV_1613,3,0,1,1,2,0,2,5,2,3,0,1,2,0,0,2,1,1,0,5,6,14,2,1,3,3,6,5,7,5,1,2,5,5,2,4,1,5,4,1,5,1,2,2,2,1,1,9
ASV_1618,0,8,1,0,1,0,1,2,4,0,1,0,2,1,3,4,0,0,1,1,0,3,4,6,1,0,1,1,0,0,2,1,0,23,9,1,2,4,16,10,2,1,2,11,2,2,0,2
ASV_1818,0,0,0,1,0,1,2,1,3,2,0,4,0,0,2,3,1,2,2,2,0,1,4,8,0,5,2,2,5,0,3,0,1,3,13,10,8,5,4,14,1,6,2,1,6,4,0,2
ASV_1700,4,3,0,2,1,6,6,0,2,5,3,1,8,2,1,1,2,1,7,1,0,0,2,5,0,0,2,0,0,0,2,3,1,0,0,4,5,2,5,2,5,4,9,15,14,0,0,0
ASV_2174,4,8,3,9,2,1,3,0,0,5,15,8,7,8,6,5,3,7,0,2,1,0,4,1,1,1,2,4,1,6,4,0,1,1,1,3,0,1,0,0,1,0,0,2,3,0,0,2
ASV_1422,1,9,3,20,2,7,5,0,2,2,3,1,2,2,1,18,10,18,0,1,0,0,2,0,1,0,0,4,3,0,6,0,0,1,0,0,0,0,0,2,2,4,0,4,0,0,0,0
ASV_2627,4,3,0,5,1,2,3,0,0,2,2,3,0,2,2,4,2,2,5,2,4,3,7,2,1,1,3,22,6,13,0,4,0,0,3,0,1,3,1,1,1,6,0,4,3,0,1,2
ASV_1845,0,3,2,0,1,1,1,1,4,0,0,3,4,3,0,1,0,0,0,3,2,7,11,2,6,2,7,15,9,11,0,1,0,1,2,3,3,3,2,3,1,3,3,2,3,0,6,1
ASV_1439,0,5,0,0,1,6,5,0,1,1,0,2,3,0,1,3,3,2,3,0,0,0,9,8,4,2,2,1,0,0,6,2,3,6,6,4,9,2,0,4,4,7,4,8,1,4,1,3
ASV_1843,4,11,2,7,1,3,9,2,0,5,1,9,4,1,2,15,4,16,1,0,0,1,0,3,1,2,2,2,5,0,0,0,0,3,1,0,0,0,0,1,0,4,2,2,8,1,0,1
ASV_1456,9,9,5,6,3,1,6,1,0,4,6,2,13,9,5,3,2,0,1,1,4,1,0,1,0,8,16,3,2,4,0,0,1,0,1,0,3,0,0,0,0,2,0,0,2,0,0,1
ASV_1743,1,4,24,3,0,1,0,1,1,3,11,2,3,3,0,1,2,1,0,4,4,3,1,1,2,1,1,16,13,14,0,0,2,0,1,0,1,0,0,0,0,0,5,0,0,4,0,1
ASV_1704,0,2,0,1,7,6,4,0,1,4,0,1,0,1,3,0,9,3,8,1,0,0,6,13,4,3,3,1,0,0,2,0,1,3,2,3,9,1,6,4,1,4,4,4,7,1,2,0
ASV_2004,18,2,5,4,1,2,4,2,0,5,9,5,12,5,0,1,4,4,0,1,3,1,2,2,0,2,7,4,1,0,0,0,0,0,1,1,4,2,1,0,0,1,2,7,1,4,3,2
ASV_1505,0,9,4,7,6,15,12,1,0,2,0,3,2,3,0,11,10,7,1,0,1,3,1,0,0,2,1,4,2,3,5,0,0,0,1,1,1,0,1,2,3,2,2,3,4,0,0,0
ASV_2584,5,10,7,7,3,5,8,0,2,5,3,1,5,8,1,9,9,5,0,0,0,1,0,0,0,1,0,12,12,9,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2
ASV_1831,0,2,2,0,1,6,5,1,4,0,2,3,3,1,1,2,1,0,1,3,2,4,4,3,1,1,4,6,1,7,1,3,5,3,4,4,5,3,4,9,0,8,4,0,5,2,0,3
